pack,asset,stage,category,tier,weapon_profile,pattern_count,pattern_ids,preview,review_flags
volume_1_patterns,roster-ammo-crate,1,hazard,,radial,3,ammo-crate-proximity-bloom | ammo-crate-delayed-cross | ammo-crate-flak-blossom,,metadata only; per-enemy runtime frames absent
volume_1_patterns,structural-magma-battle-tank,2,ground,,single,3,magma-battle-tank-aimed-burst | magma-battle-tank-bracket-fan | magma-battle-tank-eruption-crown,,metadata only; per-enemy runtime frames absent
volume_1_patterns,structural-magma-mine,2,hazard,,radial,3,magma-mine-proximity-bloom | magma-mine-delayed-cross | magma-mine-eruption-crown,,metadata only; per-enemy runtime frames absent
volume_1_patterns,structural-obsidian-gunship,2,air,,dual,3,obsidian-gunship-aimed-burst | obsidian-gunship-bracket-fan | obsidian-gunship-eruption-crown,,metadata only; per-enemy runtime frames absent
volume_1_patterns,structural-volcanic-attack-helicopter,2,air,,dual,3,volcanic-attack-helicopter-aimed-burst | volcanic-attack-helicopter-bracket-fan | volcanic-attack-helicopter-eruption-crown,,metadata only; per-enemy runtime frames absent
volume_1_patterns,structural-volcanic-tracked-artillery,2,ground,,single,3,volcanic-tracked-artillery-aimed-burst | volcanic-tracked-artillery-bracket-fan | volcanic-tracked-artillery-eruption-crown,,metadata only; per-enemy runtime frames absent
volume_1_patterns,roster-aa-sled,3,ground,,single,3,aa-sled-aimed-burst | aa-sled-bracket-fan | aa-sled-crystal-guillotine,,metadata only; per-enemy runtime frames absent
volume_1_patterns,roster-cryo-barge,3,naval,,dual,3,cryo-barge-aimed-burst | cryo-barge-bracket-fan | cryo-barge-crystal-guillotine,,metadata only; per-enemy runtime frames absent
volume_1_patterns,roster-elite-ice-interceptor,3,air,,dual,3,elite-ice-interceptor-aimed-burst | elite-ice-interceptor-bracket-fan | elite-ice-interceptor-crystal-guillotine,,metadata only; per-enemy runtime frames absent
volume_1_patterns,roster-explosive-cryo-canister,3,hazard,,radial,3,explosive-cryo-canister-proximity-bloom | explosive-cryo-canister-delayed-cross | explosive-cryo-canister-crystal-guillotine,,metadata only; per-enemy runtime frames absent
volume_1_patterns,roster-frozen-turret,3,ground,,single,3,frozen-turret-aimed-burst | frozen-turret-bracket-fan | frozen-turret-crystal-guillotine,,metadata only; per-enemy runtime frames absent
volume_1_patterns,roster-glacier-drone,3,air,,dual,3,glacier-drone-aimed-burst | glacier-drone-bracket-fan | glacier-drone-crystal-guillotine,,metadata only; per-enemy runtime frames absent
volume_1_patterns,roster-ice-crawler,3,ground,,single,3,ice-crawler-aimed-burst | ice-crawler-bracket-fan | ice-crawler-crystal-guillotine,,metadata only; per-enemy runtime frames absent
volume_1_patterns,roster-ice-skimmer,3,air,,dual,3,ice-skimmer-aimed-burst | ice-skimmer-bracket-fan | ice-skimmer-crystal-guillotine,,metadata only; per-enemy runtime frames absent
volume_1_patterns,roster-shard-mine,3,hazard,,radial,3,shard-mine-proximity-bloom | shard-mine-delayed-cross | shard-mine-crystal-guillotine,,metadata only; per-enemy runtime frames absent
volume_1_patterns,roster-snow-tank,3,ground,,single,3,snow-tank-aimed-burst | snow-tank-bracket-fan | snow-tank-crystal-guillotine,,metadata only; per-enemy runtime frames absent
volume_1_patterns,roster-snowmobile-gunner,3,air,,dual,3,snowmobile-gunner-aimed-burst | snowmobile-gunner-bracket-fan | snowmobile-gunner-crystal-guillotine,,metadata only; per-enemy runtime frames absent
volume_1_patterns,roster-tracked-frost-artillery,3,ground,,single,3,tracked-frost-artillery-aimed-burst | tracked-frost-artillery-bracket-fan | tracked-frost-artillery-crystal-guillotine,,metadata only; per-enemy runtime frames absent
volume_1_patterns,structural-blizzard-bomber,3,bomber,,bomb,3,blizzard-bomber-aimed-burst | blizzard-bomber-bracket-fan | blizzard-bomber-crystal-guillotine,,metadata only; per-enemy runtime frames absent
volume_1_patterns,structural-cryo-mini-tank,3,ground,,single,3,cryo-mini-tank-aimed-burst | cryo-mini-tank-bracket-fan | cryo-mini-tank-crystal-guillotine,,metadata only; per-enemy runtime frames absent
volume_1_patterns,structural-cryo-skimmer,3,air,,dual,3,cryo-skimmer-aimed-burst | cryo-skimmer-bracket-fan | cryo-skimmer-crystal-guillotine,,metadata only; per-enemy runtime frames absent
volume_1_patterns,structural-freezer-reactor-transport,3,hazard,,radial,3,freezer-reactor-transport-proximity-bloom | freezer-reactor-transport-delayed-cross | freezer-reactor-transport-crystal-guillotine,,metadata only; per-enemy runtime frames absent
volume_1_patterns,structural-frost-battle-tank,3,ground,,single,3,frost-battle-tank-aimed-burst | frost-battle-tank-bracket-fan | frost-battle-tank-crystal-guillotine,,metadata only; per-enemy runtime frames absent
volume_1_patterns,structural-frost-mine,3,hazard,,radial,3,frost-mine-proximity-bloom | frost-mine-delayed-cross | frost-mine-crystal-guillotine,,metadata only; per-enemy runtime frames absent
volume_1_patterns,structural-frozen-attack-helicopter,3,air,,dual,3,frozen-attack-helicopter-aimed-burst | frozen-attack-helicopter-bracket-fan | frozen-attack-helicopter-crystal-guillotine,,metadata only; per-enemy runtime frames absent
volume_1_patterns,structural-glacial-tracked-artillery,3,ground,,single,3,glacial-tracked-artillery-aimed-burst | glacial-tracked-artillery-bracket-fan | glacial-tracked-artillery-crystal-guillotine,,metadata only; per-enemy runtime frames absent
volume_1_patterns,structural-glacier-gunship,3,air,,dual,3,glacier-gunship-aimed-burst | glacier-gunship-bracket-fan | glacier-gunship-crystal-guillotine,,metadata only; per-enemy runtime frames absent
volume_1_patterns,structural-ice-shard-fighter,3,air,,dual,3,ice-shard-fighter-aimed-burst | ice-shard-fighter-bracket-fan | ice-shard-fighter-crystal-guillotine,,metadata only; per-enemy runtime frames absent
volume_1_patterns,structural-icebreaker-crawler,3,ground,,single,3,icebreaker-crawler-aimed-burst | icebreaker-crawler-bracket-fan | icebreaker-crawler-crystal-guillotine,,metadata only; per-enemy runtime frames absent
volume_1_patterns,structural-icicle-turret,3,ground,,single,3,icicle-turret-aimed-burst | icicle-turret-bracket-fan | icicle-turret-crystal-guillotine,,metadata only; per-enemy runtime frames absent
volume_1_patterns,structural-snowstorm-drone,3,air,,dual,3,snowstorm-drone-aimed-burst | snowstorm-drone-bracket-fan | snowstorm-drone-crystal-guillotine,,metadata only; per-enemy runtime frames absent
volume_1_patterns,roster-airfield-tank,4,ground,,single,3,airfield-tank-aimed-burst | airfield-tank-bracket-fan | airfield-tank-missile-star,,metadata only; per-enemy runtime frames absent
volume_1_patterns,roster-armored-tractor,4,ground,,single,3,armored-tractor-aimed-burst | armored-tractor-bracket-fan | armored-tractor-missile-star,,metadata only; per-enemy runtime frames absent
volume_1_patterns,roster-blacksite-interceptor,4,air,,dual,3,blacksite-interceptor-aimed-burst | blacksite-interceptor-bracket-fan | blacksite-interceptor-missile-star,,metadata only; per-enemy runtime frames absent
volume_1_patterns,roster-command-plane,4,air,,dual,3,command-plane-aimed-burst | command-plane-bracket-fan | command-plane-missile-star,,metadata only; per-enemy runtime frames absent
volume_1_patterns,roster-explosive-barrel,4,hazard,,radial,3,explosive-barrel-proximity-bloom | explosive-barrel-delayed-cross | explosive-barrel-missile-star,,metadata only; per-enemy runtime frames absent
volume_1_patterns,roster-fuel-tanker,4,ground,,single,3,fuel-tanker-aimed-burst | fuel-tanker-bracket-fan | fuel-tanker-missile-star,,metadata only; per-enemy runtime frames absent
volume_1_patterns,roster-gunship-bomber,4,bomber,,bomb,3,gunship-bomber-aimed-burst | gunship-bomber-bracket-fan | gunship-bomber-missile-star,,metadata only; per-enemy runtime frames absent
volume_1_patterns,roster-heavy-attack-jet,4,air,,dual,3,heavy-attack-jet-aimed-burst | heavy-attack-jet-bracket-fan | heavy-attack-jet-missile-star,,metadata only; per-enemy runtime frames absent
volume_1_patterns,roster-missile-vehicle,4,missile,,dual,3,missile-vehicle-aimed-burst | missile-vehicle-bracket-fan | missile-vehicle-missile-star,,metadata only; per-enemy runtime frames absent
volume_1_patterns,roster-rocket-plane,4,missile,,dual,3,rocket-plane-aimed-burst | rocket-plane-bracket-fan | rocket-plane-missile-star,,metadata only; per-enemy runtime frames absent
volume_1_patterns,roster-runway-mini-tank,4,ground,,single,3,runway-mini-tank-aimed-burst | runway-mini-tank-bracket-fan | runway-mini-tank-missile-star,,metadata only; per-enemy runtime frames absent
volume_1_patterns,roster-sam-carrier,4,missile,,dual,3,sam-carrier-aimed-burst | sam-carrier-bracket-fan | sam-carrier-missile-star,,metadata only; per-enemy runtime frames absent
volume_1_patterns,roster-scout-car,4,air,,dual,3,scout-car-aimed-burst | scout-car-bracket-fan | scout-car-missile-star,,metadata only; per-enemy runtime frames absent
volume_1_patterns,roster-stealth-delta,4,air,,dual,3,stealth-delta-aimed-burst | stealth-delta-bracket-fan | stealth-delta-missile-star,,metadata only; per-enemy runtime frames absent
volume_1_patterns,roster-twin-tail-fighter,4,air,,dual,3,twin-tail-fighter-aimed-burst | twin-tail-fighter-bracket-fan | twin-tail-fighter-missile-star,,metadata only; per-enemy runtime frames absent
volume_1_patterns,roster-vtol-striker,4,air,,dual,3,vtol-striker-aimed-burst | vtol-striker-bracket-fan | vtol-striker-missile-star,,metadata only; per-enemy runtime frames absent
volume_1_patterns,structural-armored-personnel-carrier,4,missile,,dual,3,armored-personnel-carrier-aimed-burst | armored-personnel-carrier-bracket-fan | armored-personnel-carrier-missile-star,,metadata only; per-enemy runtime frames absent
volume_1_patterns,structural-attack-helicopter,4,air,,dual,3,attack-helicopter-aimed-burst | attack-helicopter-bracket-fan | attack-helicopter-missile-star,,metadata only; per-enemy runtime frames absent
volume_1_patterns,structural-attack-jet,4,air,,dual,3,attack-jet-aimed-burst | attack-jet-bracket-fan | attack-jet-missile-star,,metadata only; per-enemy runtime frames absent
volume_1_patterns,structural-bunker-turret,4,ground,,single,3,bunker-turret-aimed-burst | bunker-turret-bracket-fan | bunker-turret-missile-star,,metadata only; per-enemy runtime frames absent
volume_1_patterns,structural-combat-drone,4,air,,dual,3,combat-drone-aimed-burst | combat-drone-bracket-fan | combat-drone-missile-star,,metadata only; per-enemy runtime frames absent
volume_1_patterns,structural-explosive-ammo-fuel-truck,4,ground,,single,3,explosive-ammo-fuel-truck-aimed-burst | explosive-ammo-fuel-truck-bracket-fan | explosive-ammo-fuel-truck-missile-star,,metadata only; per-enemy runtime frames absent
volume_1_patterns,structural-heavy-gunship,4,air,,dual,3,heavy-gunship-aimed-burst | heavy-gunship-bracket-fan | heavy-gunship-missile-star,,metadata only; per-enemy runtime frames absent
volume_1_patterns,structural-main-battle-tank,4,ground,,single,3,main-battle-tank-aimed-burst | main-battle-tank-bracket-fan | main-battle-tank-missile-star,,metadata only; per-enemy runtime frames absent
volume_1_patterns,structural-missile-carrier,4,missile,,dual,3,missile-carrier-aimed-burst | missile-carrier-bracket-fan | missile-carrier-missile-star,,metadata only; per-enemy runtime frames absent
volume_1_patterns,structural-mobile-sam,4,missile,,dual,3,mobile-sam-aimed-burst | mobile-sam-bracket-fan | mobile-sam-missile-star,,metadata only; per-enemy runtime frames absent
volume_1_patterns,structural-self-propelled-artillery,4,ground,,single,3,self-propelled-artillery-aimed-burst | self-propelled-artillery-bracket-fan | self-propelled-artillery-missile-star,,metadata only; per-enemy runtime frames absent
volume_1_patterns,structural-stealth-bomber,4,bomber,,bomb,3,stealth-bomber-aimed-burst | stealth-bomber-bracket-fan | stealth-bomber-missile-star,,metadata only; per-enemy runtime frames absent
volume_1_patterns,structural-urban-mini-tank,4,ground,,single,3,urban-mini-tank-aimed-burst | urban-mini-tank-bracket-fan | urban-mini-tank-missile-star,,metadata only; per-enemy runtime frames absent
volume_1_patterns,roster-beam-frigate,5,energy,,single,3,beam-frigate-aimed-burst | beam-frigate-bracket-fan | beam-frigate-fracture-halo,,metadata only; per-enemy runtime frames absent
volume_1_patterns,roster-comet-rammer,5,air,,dual,3,comet-rammer-aimed-burst | comet-rammer-bracket-fan | comet-rammer-fracture-halo,,metadata only; per-enemy runtime frames absent
volume_1_patterns,roster-debris-skimmer,5,air,,dual,3,debris-skimmer-aimed-burst | debris-skimmer-bracket-fan | debris-skimmer-fracture-halo,,metadata only; per-enemy runtime frames absent
volume_1_patterns,roster-gravity-orb,5,hazard,,radial,3,gravity-orb-proximity-bloom | gravity-orb-delayed-cross | gravity-orb-fracture-halo,,metadata only; per-enemy runtime frames absent
volume_1_patterns,roster-heavy-interceptor,5,air,,dual,3,heavy-interceptor-aimed-burst | heavy-interceptor-bracket-fan | heavy-interceptor-fracture-halo,,metadata only; per-enemy runtime frames absent
volume_1_patterns,roster-mine-layer,5,hazard,,radial,3,mine-layer-proximity-bloom | mine-layer-delayed-cross | mine-layer-fracture-halo,,metadata only; per-enemy runtime frames absent
volume_1_patterns,roster-missile-satellite,5,missile,,dual,3,missile-satellite-aimed-burst | missile-satellite-bracket-fan | missile-satellite-fracture-halo,,metadata only; per-enemy runtime frames absent
volume_1_patterns,roster-portal-mine,5,hazard,,radial,3,portal-mine-proximity-bloom | portal-mine-delayed-cross | portal-mine-fracture-halo,,metadata only; per-enemy runtime frames absent
volume_1_patterns,roster-repair-drone,5,air,,dual,3,repair-drone-aimed-burst | repair-drone-bracket-fan | repair-drone-fracture-halo,,metadata only; per-enemy runtime frames absent
volume_1_patterns,roster-salvage-tug,5,air,,dual,3,salvage-tug-aimed-burst | salvage-tug-bracket-fan | salvage-tug-fracture-halo,,metadata only; per-enemy runtime frames absent
volume_1_patterns,roster-shield-leech,5,bio,,dual,3,shield-leech-aimed-burst | shield-leech-bracket-fan | shield-leech-fracture-halo,,metadata only; per-enemy runtime frames absent
volume_1_patterns,roster-twin-station-miniboss,5,air,,dual,3,twin-station-miniboss-aimed-burst | twin-station-miniboss-bracket-fan | twin-station-miniboss-fracture-halo,,metadata only; per-enemy runtime frames absent
volume_1_patterns,structural-antimatter-mine,5,hazard,,radial,3,antimatter-mine-proximity-bloom | antimatter-mine-delayed-cross | antimatter-mine-fracture-halo,,metadata only; per-enemy runtime frames absent
volume_1_patterns,structural-asteroid-drone,5,air,,dual,3,asteroid-drone-aimed-burst | asteroid-drone-bracket-fan | asteroid-drone-fracture-halo,,metadata only; per-enemy runtime frames absent
volume_1_patterns,structural-attack-satellite,5,air,,dual,3,attack-satellite-aimed-burst | attack-satellite-bracket-fan | attack-satellite-fracture-halo,,metadata only; per-enemy runtime frames absent
volume_1_patterns,structural-chaos-bomber,5,bomber,,bomb,3,chaos-bomber-aimed-burst | chaos-bomber-bracket-fan | chaos-bomber-fracture-halo,,metadata only; per-enemy runtime frames absent
volume_1_patterns,structural-orbital-skimmer,5,hazard,,radial,3,orbital-skimmer-proximity-bloom | orbital-skimmer-delayed-cross | orbital-skimmer-fracture-halo,,metadata only; per-enemy runtime frames absent
volume_1_patterns,structural-orbital-turret-platform,5,hazard,,radial,3,orbital-turret-platform-proximity-bloom | orbital-turret-platform-delayed-cross | orbital-turret-platform-fracture-halo,,metadata only; per-enemy runtime frames absent
volume_1_patterns,structural-plasma-crawler-artillery,5,ground,,single,3,plasma-crawler-artillery-aimed-burst | plasma-crawler-artillery-bracket-fan | plasma-crawler-artillery-fracture-halo,,metadata only; per-enemy runtime frames absent
volume_1_patterns,structural-reactor-pod,5,hazard,,radial,3,reactor-pod-proximity-bloom | reactor-pod-delayed-cross | reactor-pod-fracture-halo,,metadata only; per-enemy runtime frames absent
volume_1_patterns,structural-satellite-mini-tank,5,ground,,single,3,satellite-mini-tank-aimed-burst | satellite-mini-tank-bracket-fan | satellite-mini-tank-fracture-halo,,metadata only; per-enemy runtime frames absent
volume_1_patterns,structural-space-interceptor,5,air,,dual,3,space-interceptor-aimed-burst | space-interceptor-bracket-fan | space-interceptor-fracture-halo,,metadata only; per-enemy runtime frames absent
volume_1_patterns,structural-space-rover-tank,5,ground,,single,3,space-rover-tank-aimed-burst | space-rover-tank-bracket-fan | space-rover-tank-fracture-halo,,metadata only; per-enemy runtime frames absent
volume_1_patterns,structural-star-gunship,5,air,,dual,3,star-gunship-aimed-burst | star-gunship-bracket-fan | star-gunship-fracture-halo,,metadata only; per-enemy runtime frames absent
volume_1_patterns,structural-zero-g-siege-carrier,5,missile,,dual,3,zero-g-siege-carrier-aimed-burst | zero-g-siege-carrier-bracket-fan | zero-g-siege-carrier-fracture-halo,,metadata only; per-enemy runtime frames absent
volume_1_patterns,roster-cloud-lancer,6,energy,,single,3,cloud-lancer-aimed-burst | cloud-lancer-bracket-fan | cloud-lancer-thunder-cyclone,,metadata only; per-enemy runtime frames absent
volume_1_patterns,roster-cyclone-interceptor,6,air,,dual,3,cyclone-interceptor-aimed-burst | cyclone-interceptor-bracket-fan | cyclone-interceptor-thunder-cyclone,,metadata only; per-enemy runtime frames absent
volume_1_patterns,roster-four-engine-bomber,6,bomber,,bomb,3,four-engine-bomber-aimed-burst | four-engine-bomber-bracket-fan | four-engine-bomber-thunder-cyclone,,metadata only; per-enemy runtime frames absent
volume_1_patterns,roster-lightning-mine,6,hazard,,radial,3,lightning-mine-proximity-bloom | lightning-mine-delayed-cross | lightning-mine-thunder-cyclone,,metadata only; per-enemy runtime frames absent
volume_1_patterns,roster-lightning-skimmer,6,energy,,single,3,lightning-skimmer-aimed-burst | lightning-skimmer-bracket-fan | lightning-skimmer-thunder-cyclone,,metadata only; per-enemy runtime frames absent
volume_1_patterns,roster-nuclear-carrier,6,missile,,dual,3,nuclear-carrier-aimed-burst | nuclear-carrier-bracket-fan | nuclear-carrier-thunder-cyclone,,metadata only; per-enemy runtime frames absent
volume_1_patterns,roster-reactor-storm-bomber-miniboss,6,hazard,,radial,3,reactor-storm-bomber-miniboss-proximity-bloom | reactor-storm-bomber-miniboss-delayed-cross | reactor-storm-bomber-miniboss-thunder-cyclone,,metadata only; per-enemy runtime frames absent
volume_1_patterns,roster-storm-buoy,6,hazard,,radial,3,storm-buoy-proximity-bloom | storm-buoy-delayed-cross | storm-buoy-thunder-cyclone,,metadata only; per-enemy runtime frames absent
volume_1_patterns,roster-storm-dart,6,air,,dual,3,storm-dart-aimed-burst | storm-dart-bracket-fan | storm-dart-thunder-cyclone,,metadata only; per-enemy runtime frames absent
volume_1_patterns,roster-thunder-fighter,6,air,,dual,3,thunder-fighter-aimed-burst | thunder-fighter-bracket-fan | thunder-fighter-thunder-cyclone,,metadata only; per-enemy runtime frames absent
volume_1_patterns,roster-turbine-drone,6,air,,dual,3,turbine-drone-aimed-burst | turbine-drone-bracket-fan | turbine-drone-thunder-cyclone,,metadata only; per-enemy runtime frames absent
volume_1_patterns,roster-weather-probe,6,hazard,,radial,3,weather-probe-proximity-bloom | weather-probe-delayed-cross | weather-probe-thunder-cyclone,,metadata only; per-enemy runtime frames absent
volume_1_patterns,structural-airborne-curved-turret-platform,6,ground,,single,3,airborne-curved-turret-platform-aimed-burst | airborne-curved-turret-platform-bracket-fan | airborne-curved-turret-platform-thunder-cyclone,,metadata only; per-enemy runtime frames absent
volume_1_patterns,structural-airfare-attack-helicopter,6,air,,dual,3,airfare-attack-helicopter-aimed-burst | airfare-attack-helicopter-bracket-fan | airfare-attack-helicopter-thunder-cyclone,,metadata only; per-enemy runtime frames absent
volume_1_patterns,structural-armored-refueling-tanker,6,ground,,single,3,armored-refueling-tanker-aimed-burst | armored-refueling-tanker-bracket-fan | armored-refueling-tanker-thunder-cyclone,,metadata only; per-enemy runtime frames absent
volume_1_patterns,structural-awacs-radar-plane,6,air,,dual,3,awacs-radar-plane-aimed-burst | awacs-radar-plane-bracket-fan | awacs-radar-plane-thunder-cyclone,,metadata only; per-enemy runtime frames absent
volume_1_patterns,structural-flying-arsenal-pod,6,hazard,,radial,3,flying-arsenal-pod-proximity-bloom | flying-arsenal-pod-delayed-cross | flying-arsenal-pod-thunder-cyclone,,metadata only; per-enemy runtime frames absent
volume_1_patterns,structural-heavy-bomber,6,bomber,,bomb,3,heavy-bomber-aimed-burst | heavy-bomber-bracket-fan | heavy-bomber-thunder-cyclone,,metadata only; per-enemy runtime frames absent
volume_1_patterns,structural-interceptor,6,air,,dual,3,interceptor-aimed-burst | interceptor-bracket-fan | interceptor-thunder-cyclone,,metadata only; per-enemy runtime frames absent
volume_1_patterns,structural-missile-drone,6,missile,,dual,3,missile-drone-aimed-burst | missile-drone-bracket-fan | missile-drone-thunder-cyclone,,metadata only; per-enemy runtime frames absent
volume_1_patterns,structural-missile-vtol,6,missile,,dual,3,missile-vtol-aimed-burst | missile-vtol-bracket-fan | missile-vtol-thunder-cyclone,,metadata only; per-enemy runtime frames absent
volume_1_patterns,structural-radar-weapon-platform,6,air,,dual,3,radar-weapon-platform-aimed-burst | radar-weapon-platform-bracket-fan | radar-weapon-platform-thunder-cyclone,,metadata only; per-enemy runtime frames absent
volume_1_patterns,structural-supersonic-fighter,6,air,,dual,3,supersonic-fighter-aimed-burst | supersonic-fighter-bracket-fan | supersonic-fighter-thunder-cyclone,,metadata only; per-enemy runtime frames absent
